id,Job_Type,Short,Element,Work_Categories,Work_Sub_Category_Types,Work_Sub_Category_Attributes,Medium
315029,WINDOW CILL,CUT OUT AND SPLICE NEW NE 300MM,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Cill:Cut out and splice in new section ne 300mm long any size or profile of preservative hardwood cill to match, plugged to brickwork, point with sealant, make good plasterwork."
315031,WINDOW CILL,CUT OUT AND SPLICE NEW OVER 300MM,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Cill:Cut out and splice in new section over 300mm long any size or profile of preservative hardwood cill to match, plugged to brickwork, point with sealant, make good plasterwork."
315035,WINDOW,RENEW GLAZING BEAD,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,Window:Renew with 14x20mm preservative treated softwood or hardwood glazing bead and decorate to match existing.
315039,WINDOW,REFIX LOOSE GLAZING BEAD,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,Window:Refix loose glazing bead and bed in sealant.
315041,WINDOW,RENEW CILL NOSING,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Window:Renew front section of cill with any size or profile to match existing, with screws and pellats, bed in sealant, cut out defective section and shape new to match existing, redecorate."
315043,WINDOW,RENEW GLAZING BAR,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Window:Renew glazing bar, any size or profile to match existing, reglaze with existing glass, splice new section, remove/refix sashes, decorate (refixing of glass is Contractors risk)."
315045,WINDOW,RENEW WEATHER MOULD,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Window:Renew weather or parrot mould, cut out old and fix new mould, redecorate to match existing."
315047,WINDOW,REPAIR SASH RAIL OR STILE,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Window:Repair sash rail or stile any size or profile to match existing, reglaze with existing glass, splice new section, remove/refix sashes, decorate (refixing of glass is Contractors risk)."
315049,WINDOW,OVERHAUL CASEMENT,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Window:Overhaul timber casement window, dismantle reassemble, ease, adjust, renew sealing gaskets, renew fixing screws, remove, refit or renew ironmongery, renew putty, mastic, touch up."
315051,WINDOW,OVERHAUL SASH,CARPENTRY AND JOINERY,Windows,Windows,Timber - Repairs,"Window:Overhaul timber sash window, renew staff and parting beads, take out sashes, rehang on new sash cords, ease, adjust sashes, remove, refit or renew ironmongery, renew putty, mastic, touch up."
315105,TIMBER,EPOXY REPAIR NE 10MM:OVER 300MM,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to joints, cracks, shakes, splits and the like, any width ne 10mm, any depth, over 300mm long, make good."
315107,TIMBER,EPOXY REPAIR NE 10MM:NE 300MM,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to joints, cracks, shakes, splits and the like, any width ne 10mm, any depth, n.e.300mm long, make good."
315109,TIMBER,EPOXY REPAIR NE 25MM:NE 300MM PLAIN,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to joints, cracks, shakes, splits and the like, any width ne 25mm, any depth, over 300mm long, make good."
315111,TIMBER,EPOXY REPAIR NE 50MM:NE 300MM PLAIN,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to joints, cracks, shakes, splits etc, any width over 25mm n.e. 50mm, any depth, n.e. 300mm long,make good."
315113,TIMBER,EPOXY REPAIR NE 75MM:NE 300MM PLAIN,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to joints, cracks, shakes, splits etc, any width over 50mm n.e. 75mm, any depth, n.e. 300mm long,make good."
315115,TIMBER,EPOXY REPAIR NE 25MM:NE 300MM IRREGULAR,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to joints, cracks, shakes, splits and the like, any width ne 25mm, any depth, n.e. 300mm long, make good."
315117,TIMBER,EPOXY REPAIR NE 50MM:NE 300MM IRREGULAR,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to irregular surfaces, mouldings etc, any width exc 25mm n.e. 50mm, any depth, n.e. 300mm long, make good."
315119,TIMBER,EPOXY REPAIR NE 75MM:NE 300MM IRREGULAR,CARPENTRY AND JOINERY,Windows,Timber Windows Repairs,Compounds,"Timber:Cut away defective material, two part epoxy resin based compound filling to irregular surfaces, mouldings etc, any width exc 50mm n.e. 75mm, any depth, n.e. 300mm long, make good."
316209,WINDOW,RENEW TIMBER SUB-FRAME TO METAL,CARPENTRY AND JOINERY,Windows,Windows,Metal - Timber Sub - Frame,"Window:Renew timber sub-frame and cill to any steel window, take out, set aside and refix window remove sub-frame, fix treated softwood frame and treated hardwood cill, make good, decorate."
316401,WINDOW,EASE OIL BUTTS ADJUST ANY METAL,CARPENTRY AND JOINERY,Windows,Windows,Metal - Repairs,"Window:Ease and oil butts to metal window including force open if necessary, strip paint, file and grind edges."
316405,WINDOW,RENEW WEATHER DRAUGHT PROOFING METAL,CARPENTRY AND JOINERY,Windows,Windows,Metal - Repairs,Window:Renew proprietary weather/draught proofing to any opening light to metal window and adjust window as necessary to ensure effective operation.
316407,WINDOW,OVERHAUL METAL,CARPENTRY AND JOINERY,Windows,Windows,Metal - Repairs,"Window:Overhaul any type of metal window, dismantle, reassemble, ease, oil adjust casements, file and grind edges, remove, refit or renew ironmongery, renew putty and mastic, touch up."
317201,WINDOW,EASE OIL BUTTS ADJUST ANY ALUMINIUM,CARPENTRY AND JOINERY,Windows,Windows,Aluminium - Repairs,Window:Ease and oil butts to any type of aluminium window including renewing runners if necessary.
317205,WINDOW,OVERHAUL ALUMINIUM,CARPENTRY AND JOINERY,Windows,Windows,Aluminium - Repairs,"Window:Overhaul any type of aluminium window, dismantle, reassemble, ease, adjust casements, renew fixing screws, remove, refit or renew ironmongery, renew sealants and mastic, make good."
318101,WINDOW,RENEW FANLIGHT PVCU SASH,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any size and type of fanlight sash to PVCu window including double glazing and all ironmongery and make good.
318103,WINDOW,RENEW SIDE HUNG PVCU SASH,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any size and type of sidehung sash to PVCu window including double glazing and all ironmongery and make good.
318105,WINDOW,RENEW TRICKLE VENT TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew or repair any trickle vent to PVCu window.
318107,WINDOW,RENEW HANDLE TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Renew any defective or broken handle to PVCu window including remove existing, check, lubricate operating mechanism, renew handle to match existing and test."
318108,WINDOW,RENEW LOCKING HANDLE TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Renew any defective or broken locking handle to PVCu window including remove existing, check, lubricate operating mechanism, renew handle to match existing and test."
318109,WINDOW,RENEW HINGE TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any defective or broken hinge to PVCu window including remove existing and renew hinge to match existing.
318111,WINDOW,RENEW ESPAGNOLETTE LOCK TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any defective or broken espagnolette locking mechanism to PVCu window including remove existing and renew to match existing and and test.
318113,WINDOW,RENEW SEALING GASKET TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew sealing gasket to any opening light of PVCu window (per opening light).
318115,WINDOW,CHECK LUBRICATE FITTINGS TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Check operation of all fittings and operating mechanisms to PVCu window complete including lubricate and adjust as necessary.
318117,WINDOW,EASE AND ADJUST PVCU SASH,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Ease and adjust PVCu sash including realign as necessary.
318119,WINDOW,OVERHAUL TILT TURN MECHANISM TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Check operation of tilt and turn mechanism to PVCu window including overhaul, lubricate and adjust as necessary."
318121,WINDOW,RENEW TILT TURN MECHANISM TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Renew any tilt and turn mechanism complete to PVCu window of any size to match existing, including remove existing, test and leave in proper working order."
318123,WINDOW,CHILD RESTRICTOR TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew or supply and fix new adjustable child proof restrictor/catch to any type of PVCu window including removing existing fitting.
318125,WINDOW,OVERHAUL PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Overhaul any type of PVCu window, dismantle reassemble, ease, adjust casements, remove, refit or renew ironmongery check, lubricate operating mechanism, renew gaskets, make good and test."
318151,WINDOW,RENEW GLAZING BEAD TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Renew any type of defective PVCu glazing bead including remove existing, clean, prepare and fit new bead to match existing including all cutting, mitres, sealing with silicone sealant."
318155,WINDOW,RENEW OPENER GASKET TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew gasket to any style of PVCu window opening light.
318157,WINDOW,RENEW FRICTION STAY TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any type of stay with stainless steel friction stay to PVCu window.
318159,WINDOW,RENEW RESTRAINING WEDGES TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew plastic restraining wedges to friction stay guide to PVCu window.
318161,WINDOW,RENEW RESTRICTOR STAY TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew restrictor stay to match existing to PVCu window.
318163,WINDOW,RENEW LOCKING HANDLE TO PVCU LOCKING PLATE,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any type of window handle and striker plate with Securistyle Empress locking plate to PVCu window.
318165,WINDOW,RENEW DRIP MOULD BEAD TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew drip mould bead to PVCu window and make good.
318167,WINDOW,PROVIDE DRIP MOULD BEAD TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Provide standard section PVCu drip mould bead, fix to PVCu window and make good."
318169,WINDOW,PROVIDE 30MM EXTENSION FLANGE TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Provide 30mm standard section PVCu extension flange, fix to PVCu window and make good."
318171,WINDOW,PROVIDE 45MM EXTENSION FLANGE TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Provide 45mm standard section PVCu extension flange, fix to PVCu window and make good."
318173,WINDOW,PROVIDE 30MM BOX EXTENSION TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Provide 30mm PVCu box extension piece, fix to PVCu window and make good."
318175,WINDOW,PROVIDE 45MM BOX EXTENSION TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Provide 45mm PVCu box extension piece fix to PVCu window and make good.
318177,WINDOW,RENEW DRAIN CAPS TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any missing or broken drain caps to PVCu window (per window).
318179,WINDOW,REPOINT SILICONE TO PVCU FRAME,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Rake out, prepare and repoint with silicone mastic sealant complete around any external face of PVCu window frame."
318181,WINDOW,RENEW QUADRANT FILLET TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew cellular PVCu quadrant cover fillet fixed with approved adhesive or other approved concealed fixing method internally around windows make good plasterwork and decorations.
318185,WINDOW,RENEW CILL TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Renew standard section PVCu cill to PVCu window, remove existing, clean, prepare and supply and fit new cill to match existing with end caps, all cutting, mitres, silicone sealant, make good."
318187,WINDOW,PROVIDE CILL TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,"Window:Provide standard section PVCu cill to PVCu window clean, prepare and supply and fit new cill including end caps all cutting, mitres, sealing with silicone sealant as necessary and make good."
318189,WINDOW,RENEW CILL ENDS TO PVCU,CARPENTRY AND JOINERY,Windows,Windows,PVCu - Repairs,Window:Renew any missing or broken cill ends to PVCu window (per window).
319001,ROOF WINDOW,RENEW NE 0.78X0.98M,CARPENTRY AND JOINERY,Windows,Windows,Roof - Velux,"Roof Window:Renew roof window complete size ne 0.78x0.98m with Velux aluminium clad externally roof window with factory fitted clear float double glazed sealed unit, all upstands, flashings etc."
319003,ROOF WINDOW,RENEW NE 1.14X1.18M,CARPENTRY AND JOINERY,Windows,Windows,Roof - Velux,"Roof Window:Renew roof window complete size ne 1.14x1.18m with Velux aluminium clad externally roof window with factory fitted clear float double glazed sealed unit, all upstands, flashings etc."
319005,ROOF WINDOW,RENEW NE 1.34X1.40M,CARPENTRY AND JOINERY,Windows,Windows,Roof - Velux,"Roof Window:Renew roof window complete size ne 1.34x1.40m with Velux aluminium clad externally roof window with factory fitted clear float double glazed sealed unit, all upstands, flashings etc."
319101,ROOF WINDOW,REMEDY LEAK OR REDRESS FLASHINGS,CARPENTRY AND JOINERY,Windows,Windows,Roof - Repairs,Roof Window:Redress roof flashings around roof window and reseal to prevent water penetration.
319103,ROOF WINDOW,OVERHAUL OPENING GEAR,CARPENTRY AND JOINERY,Windows,Windows,Roof - Repairs,Roof Window:Overhaul opening gear to any type of roof window.
319105,ROOF WINDOW,RENEW CONTROL CORDS,CARPENTRY AND JOINERY,Windows,Windows,Roof - Repairs,Roof Window:Renew operating control cords to any roof window.
341901,WEATHERSTRIP,FIX AA TO DOOR AND FRAME,CARPENTRY AND JOINERY,Door Frames and Linings,Door and Window Frames,Draughtproofing Strips and Sections,Weatherstrip:Supply and fix anodised aluminium proprietary weatherstrip to door and frame.
341903,WEATHERSTRIP,RENEW REBATED TO DOOR,CARPENTRY AND JOINERY,Door Frames and Linings,Door and Window Frames,Draughtproofing Strips and Sections,Weatherstrip:Renew proprietary rebated weatherstrip to edge of timber door.
341905,CILL,RENEW OR SUPPLY AND FIX STORMGUARD CILL,CARPENTRY AND JOINERY,Door Frames and Linings,Door and Window Frames,Draughtproofing Strips and Sections,"Cill:Renew or supply and fix Stormguard or other specified stormproof cill to existing cill including remove/rehang door, including adapting door and existing cill as necessary and make good."
